text_len,sender_importance,deadline_hours,est_duration_min,ambiguity,school_topic,work_topic,noise,difficulty
480,1,2,67,0.028655629020025497,1,0,0.25270415334845436,0.2171933774120153
799,1,85,149,0.040463079828827464,0,0,-0.5385249123933669,0.2242778478972965
205,2,104,158,0.42917749258587157,0,0,-0.4239610422959826,0.25750649555152294
473,4,93,92,0.4544609061484737,0,1,1.7178457651367893,0.27267654368908417
147,2,52,98,0.32025112844434855,0,1,-0.04807739341491185,0.19215067706660913
692,5,7,63,0.668779605564366,0,1,-2.4529554847589425,0.8012677633386196
486,5,60,102,0.48534277849274976,1,0,-0.5354584434120038,0.2912056670956498
343,3,112,131,0.07411306633115688,0,1,-1.0014517480805143,0.04446783979869413
242,2,11,134,0.34807119491327554,1,1,-0.13921970054550584,0.40884271694796537
573,1,27,174,0.10196273384990395,1,1,-1.424432397938965,0.06117764030994237
676,5,100,110,0.06291569389024199,0,1,0.43363162729290916,0.2377494163341452
941,5,69,71,0.20830662499744212,0,0,-0.29606652713283477,0.32498397499846526
448,3,22,26,0.700575461161567,0,0,-0.4757125603854815,0.42034527669694016
177,3,4,128,0.6960016457257276,0,1,0.14961864137393213,0.6176009874354366
836,4,50,147,0.8613891271035612,0,1,-0.07665684778663832,0.7168334762621367
637,4,72,106,0.7564192924904063,0,1,-0.13471003499750286,0.6538515754942438
706,1,101,167,0.535495687261146,1,1,-0.2241866909497255,0.5212974123566876
115,4,106,67,0.3126120880092609,0,1,-0.020314216603575637,0.18756725280555653
326,5,56,23,0.005811495167750702,0,0,0.34317607162868735,0.0034868971006504212
772,4,51,119,0.6471374812877945,0,0,0.217970296988696,0.5882824887726767
835,3,111,35,0.2897131876148469,1,0,1.126879578546892,0.3738279125689081
446,3,93,28,0.25010010172791797,1,1,-0.5466895735237378,0.15006006103675076
808,2,26,130,0.9748255407742065,0,1,0.23812589406637003,0.7848953244645238
844,4,82,86,0.1742401924062511,1,1,2.4461020762965764,0.30454411544375065
399,2,86,114,0.03243473984939693,1,1,-0.0409536270074023,0.01946084390963816
900,2,29,138,0.9493903951921164,0,1,-0.002179692721366467,0.7696342371152698
302,2,117,78,0.3060067220564344,0,0,-1.2633861817114265,0.18360403323386065
254,2,37,115,0.39342005062065044,0,0,-0.7132104831401018,0.23605203037239025
688,2,66,103,0.08093490394342173,0,0,-0.1063661116689398,0.24856094236605306
644,1,60,110,0.404065214453321,1,0,0.5334536351454189,0.4424391286719926
156,4,83,131,0.9722212907685502,0,1,0.6491632026667103,0.5833327744611301
836,3,108,77,0.6940197178380764,0,0,0.32627397375907247,0.6164118307028459
215,5,48,98,0.47382484483319964,0,0,0.8040980138845124,0.28429490689991976
808,1,47,112,0.307471646012353,0,1,-0.9993429564855663,0.38448298760741184
27,4,90,38,0.36604395928104194,1,0,0.48891663541770936,0.21962637556862516
800,1,114,49,0.6112281499601985,0,1,0.013353032704086863,0.5667368899761192
791,3,109,29,0.25445006260530967,0,0,0.12489552988312355,0.3526700375631858
784,3,90,47,0.15194752549520008,1,1,-0.36231880202337674,0.29116851529712007
671,3,84,87,0.6962286739436482,0,1,-0.9530303395596177,0.6177372043661888
482,4,92,169,0.8694697771188493,0,0,-1.2151529681326179,0.5216818662713095
711,5,112,167,0.9015389084208135,1,1,0.32067180040561793,0.7409233450524881
291,2,3,140,0.8414185318780102,0,0,0.4978516734690871,0.7048511191268061
785,5,71,107,0.5305996816999192,0,0,-0.12957027610366778,0.5183598090199515
564,1,6,48,0.788830969004084,0,0,-0.014813524355927483,0.6732985814024504
469,2,70,74,0.9263557317673865,0,0,-0.7202107280616544,0.5558134390604319
515,2,48,141,0.02336258960713422,0,1,0.5030617517382614,0.014017553764280532
577,5,37,164,0.412098217708192,0,1,0.06062558733144797,0.2472589306249152
56,1,107,173,0.2041254795701949,1,0,-0.36561383254261803,0.12247528774211693
157,2,85,79,0.9967687854245231,0,1,0.8660833971143772,0.5980612712547139
260,3,68,95,0.9295660096331743,0,0,0.6450194441340833,0.5577396057799046
132,5,106,99,0.8021859510759867,1,0,-1.53586894730235,0.481311570645592
450,3,13,24,0.29587980512616563,0,1,0.049150477812034264,0.17752788307569936
675,5,78,34,0.9521022645451306,0,0,-0.958236346882068,0.7712613587270782
661,4,20,22,0.02925044006214428,0,1,0.13952160503221303,0.21755026403728658
481,4,29,136,0.18803970651757562,1,1,-3.15184614057909,0.11282382391054536
857,4,23,52,0.6168737542309264,1,0,0.1971440746216489,0.5701242525385558
573,1,66,130,0.7930067120583083,0,0,0.7119838208411419,0.47580402723498494
97,3,76,76,0.8836308531155703,0,0,-0.11079142633625837,0.5301785118693422
769,3,91,146,0.3005086107012588,0,0,-1.1647185055181577,0.3803051664207553
583,2,53,34,0.39080460106956927,0,0,1.9563703208549612,0.23448276064174156
642,1,112,68,0.4548274019537464,1,1,1.155960532646818,0.47289644117224783
574,1,46,48,0.026973818533914895,1,1,-0.531061385603832,0.016184291120348936
562,4,20,86,0.8639692530521021,1,1,-0.2610238154693711,0.5183815518312612
108,4,6,107,0.3379484153861816,0,0,-1.981030832346565,0.402769049231709
568,2,17,42,0.19927845375536524,1,0,0.47340066368934447,0.11956707225321914
799,4,54,125,0.40919706309995296,1,0,-1.3692386953127913,0.4455182378599718
317,4,50,174,0.7105633748990247,0,1,0.6663654360120305,0.4263380249394148
610,5,102,22,0.8709155793938108,1,0,1.0259419236757006,0.7225493476362865
50,5,16,29,0.21537646621562256,0,1,-0.07026370694419048,0.12922587972937352
360,5,32,172,0.17261296703539575,1,0,-1.0644537668638239,0.10356778022123744
447,1,117,122,0.9437829678203432,1,1,1.2490167343917755,0.5662697806922059
983,4,5,166,0.5508930191635677,1,1,0.002169456733559666,0.7305358114981406
230,2,52,131,0.36577201899192346,1,1,0.09322537992444765,0.21946321139515407
291,3,25,133,0.19931945506412285,1,0,-0.9315338035528866,0.1195916730384737
420,4,64,41,0.9952478221984388,0,1,0.19305393835184795,0.5971486933190633
992,4,116,99,0.7191842870915515,1,0,-0.20291257252040443,0.6315105722549309
856,3,28,75,0.21788530817716523,0,0,-1.3284878042771482,0.33073118490629916
53,5,45,152,0.09125944482715287,1,0,1.3399922849525734,0.05475566689629172
249,1,54,22,0.19928234396824585,1,0,1.7591251053166241,0.1195694063809475
825,1,96,17,0.24774260390757807,1,0,1.0182023278701329,0.34864556234454686
77,1,118,106,0.11108564926160291,0,1,0.8688331860235569,0.06665138955696175
858,5,13,175,0.22965137071373665,0,0,1.7651041605905282,0.337790822428242
295,3,59,179,0.11677970493293088,1,0,-1.0474977490223887,0.07006782295975852
919,3,90,112,0.3777317008865626,1,0,-1.0595034123643294,0.4266390205319376
307,4,3,85,0.48619525916984196,1,1,-0.41439415065527285,0.4917171555019052
445,3,97,60,0.45528497258091805,1,0,0.2978543673592778,0.2731709835485508
668,3,30,178,0.8292100683490646,0,0,-0.29262383860270846,0.6975260410094388
143,1,63,45,0.2539953863347114,1,1,-1.019992309594743,0.15239723180082684
565,1,117,35,0.8870938238883462,0,1,0.0056563382108346496,0.5322562943330077
514,5,76,98,0.9081228185288022,1,1,-0.0943797467110778,0.5448736911172812
788,3,118,79,0.9597997120036441,1,1,0.8413238958682041,0.7758798272021865
996,1,73,96,0.1809832338848848,1,0,0.04454020783604206,0.3085899403309309
671,2,26,163,0.2457511462353713,1,0,-1.9045611449334656,0.3474506877412228
421,2,83,59,0.6238322773574071,1,1,0.3854680888474076,0.3742993664144442
418,2,74,159,0.1408916332050889,1,1,1.5817854003621288,0.08453497992305334
429,2,38,49,0.0856213303364245,1,1,0.028927294116091875,0.0513727982018547
817,4,11,68,0.07369721203144775,1,1,0.9869586244805224,0.44421832721886867
334,1,78,15,0.6061496346662488,0,0,-0.505123658396434,0.3636897807997493
183,2,70,126,0.8046781420099866,0,1,0.5657490603803771,0.4828068852059919
347,3,93,156,0.25888566265918866,1,1,-0.7445892192531699,0.1553313975955132
42,3,16,161,0.9335338871257884,0,1,-0.2464990236867204,0.5601203322754731
124,5,65,42,0.7919355078990509,0,0,-0.23862761549511355,0.4751613047394305
108,5,98,141,0.07746040536507126,1,1,0.47669009632447673,0.04647624321904276
776,2,107,38,0.40730312852481476,0,1,-0.8241568116922442,0.44438187711488886
727,3,112,118,0.06801486603425877,0,0,-1.464884784556007,0.24080891962055528
702,1,27,130,0.9151941577934949,0,0,0.47011218062826243,0.7491164946760969
472,4,22,40,0.7428021444726454,1,0,0.4325254075428226,0.4456812866835872
722,1,69,33,0.6865451303547171,1,1,0.11248653030158272,0.6119270782128303
178,1,56,27,0.6827018466141984,0,0,0.9328883581451364,0.409621107968519
902,4,29,131,0.28518250189574357,1,1,-0.20263846935834745,0.3711095011374461
511,1,14,116,0.9335391552007086,0,0,0.2813494378557904,0.5601234931204252
939,3,18,34,0.9227766582203948,1,0,-0.34991874381135796,0.7536659949322368
169,1,42,97,0.7394888093742308,0,1,-0.25861163529318837,0.44369328562453847
507,4,89,146,0.468930207071793,0,1,0.3402164210887915,0.28135812424307577
702,4,9,54,0.04711573079071518,1,1,2.2666095289141754,0.4282694384744291
505,3,14,114,0.028311350137035673,1,0,0.7422976052457452,0.016986810082221405
457,5,33,63,0.1381343329238678,1,0,0.5486092496747569,0.08288059975432067
182,3,105,58,0.5957646936930576,1,0,0.7734394070681397,0.3574588162158346
393,1,118,79,0.7980993792046939,1,0,-2.3477778671933778,0.4788596275228163
253,1,53,73,0.9484657602736191,0,0,0.3191778387543589,0.5690794561641714
315,2,7,96,0.17536207927614678,0,0,0.910473691849177,0.3052172475656881
690,2,3,48,0.2755278807961583,1,0,0.08442661197174914,0.565316728477695
637,2,103,79,0.05410028705441505,1,0,-0.04317602995444549,0.23246017223264903
615,2,54,117,0.9890471668808795,1,0,-0.9399388909193038,0.7934283001285276
374,3,11,78,0.7809150792110731,1,1,-0.4334103925157602,0.6685490475266438
960,1,100,123,0.48071412919002743,1,1,-0.8334954535324218,0.48842847751401647
105,4,64,34,0.5755653553024455,0,0,0.9995068453141214,0.34533921318146726
355,2,43,37,0.5621744113330919,1,0,1.5016677885466418,0.3373046467998551
135,4,55,157,0.2543607531431503,1,1,1.9350660704694875,0.15261645188589018
352,3,28,91,0.1853906942934196,0,0,-0.8499943785727067,0.11123441657605175
962,5,111,115,0.29697571662213196,1,1,-0.6684124604359205,0.3781854299732792
378,3,94,137,0.2471535497961499,0,1,-0.749695164058005,0.14829212987768994
910,2,25,39,0.557528089864361,0,1,-1.018556131618258,0.5345168539186166
505,3,88,175,0.30820280583985693,0,0,-1.0024181920716115,0.18492168350391416
705,4,23,84,0.7289447916156762,0,1,-0.5154948762809228,0.6373668749694057
468,3,55,161,0.5679397328570356,0,1,0.8744775262070155,0.34076383971422136
280,3,90,83,0.5322637654140473,1,1,-0.7178352484960169,0.31935825924842837
768,3,6,81,0.9512937670892465,1,0,1.0530802197635976,0.9707762602535479
969,2,87,114,0.32240953538032124,0,0,1.3674678506273976,0.39344572122819277
278,2,28,46,0.6352698632399278,0,0,0.2850964908938784,0.3811619179439567
783,5,84,115,5.0627027428640226e-05,1,0,1.2291308519186923,0.2000303762164572
275,4,60,177,0.7369236472772692,0,1,-1.361260295329189,0.4421541883663615
722,1,5,121,0.5025439290167611,1,0,-0.5581865712493034,0.7015263574100568
793,5,91,26,0.20838495728445972,0,0,0.18941654822583828,0.32503097437067585
460,4,32,130,0.0015105564286171935,0,0,0.22323402048088872,0.0009063338571703161
742,1,114,20,0.7069439640037537,0,0,1.4292325248562996,0.6241663784022522
286,4,101,32,0.6627007035505739,0,0,-0.9988453498052485,0.3976204221303443
97,3,24,61,0.665407116479567,1,1,-0.5369555735865934,0.39924426988774014
114,5,72,65,0.43745482312046113,1,1,-0.08498307073071355,0.2624728938722767
458,3,44,15,0.6392973257699487,1,1,-0.5186191951104016,0.3835783954619692
904,3,73,17,0.5713347901060603,0,0,-1.0426262865350366,0.5428008740636361
145,2,67,145,0.23889504461126865,0,1,-0.47655044504129856,0.1433370267667612
466,2,36,90,0.5187680414684286,0,0,-0.24552646278799062,0.31126082488105716
709,4,78,47,0.5145927946188952,1,0,1.4475444652791312,0.508755676771337
218,5,32,85,0.8236228882333737,0,0,-1.0202319087395249,0.4941737329400242
727,5,109,129,0.43348902267073597,1,0,0.8151845523581985,0.4600934136024416
319,4,113,136,0.436085435766277,1,0,1.272135338147079,0.2616512614597662
812,4,21,62,0.9844044712748163,0,0,-0.5125946490995373,0.7906426827648898
587,3,87,42,0.8944638728589331,0,1,0.25989310171176616,0.5366783237153598
555,2,111,173,0.24228599004374174,0,0,0.5759363168126841,0.14537159402624503
193,4,16,119,0.9102930946686671,0,0,0.41100462617237526,0.5461758568012003
473,2,89,177,0.13796665634603278,1,0,0.08214322129194503,0.08277999380761966
859,2,112,65,0.8533910587400004,1,0,-0.6788259158876885,0.7120346352440003
39,5,28,33,0.1833233767300173,1,1,0.6624565916340586,0.10999402603801038
763,3,70,78,0.42560334889836404,0,0,-0.374457890340829,0.45536200933901844
502,2,96,69,0.9839216312683395,1,1,0.02865093375864512,0.5903529787610037
725,5,41,133,0.09704893655223035,1,1,0.1758183071507087,0.2582293619313382
670,5,30,133,0.8397878199680053,1,0,0.8559892254411526,0.7038726919808032
443,2,48,26,0.4947339495276596,0,0,1.92794120579788,0.2968403697165957
322,3,41,111,0.11099136577511037,0,0,-0.737785120469242,0.06659481946506622
634,3,87,71,0.9524913791050028,1,1,0.05257472092373833,0.7714948274630016
157,4,45,116,0.5492313681392259,0,0,-1.4844169826529419,0.32953882088353553
592,5,46,79,0.8806410219243355,0,1,1.481441923890553,0.5283846131546013
112,3,113,103,0.8691069419867508,0,0,0.04384944586802956,0.5214641651920504
656,4,70,133,0.01463458294069786,0,0,-0.2996775297763126,0.20878074976441874
636,3,111,63,0.2648407035658359,1,1,0.05222605974470675,0.3589044221395016
102,5,85,47,0.3369215796131525,0,0,0.10276351199484657,0.2021529477678915
762,3,106,131,0.5348640455415051,1,1,-0.7318394626587192,0.520918427324903
427,2,25,171,0.07186600984108071,1,1,1.1879702204550553,0.043119605904648424
791,3,112,88,0.3889668983296899,0,0,0.6447397289052259,0.4333801389978139
60,5,113,179,0.8146381236230967,1,0,0.7841703447973206,0.488782874173858
195,4,6,45,0.17319111500726658,0,0,-0.6800096253014871,0.3039146690043599
504,1,44,150,0.7012764745763828,0,1,-0.7341137290144423,0.42076588474582965
204,1,50,178,0.46032940938727374,1,0,-0.11355071560417118,0.2761976456323642
343,3,51,64,0.07070511889648479,0,1,0.7999578897940776,0.04242307133789087
667,5,93,39,0.17737406562895475,0,1,0.5016958024728274,0.30642443937737285
161,3,84,124,0.1410307317338546,0,0,-0.7776846409322652,0.08461843904031276
684,3,27,158,0.6197178463187532,1,0,0.667761066701399,0.5718307077912519
121,4,73,28,0.08732439888282173,0,0,-0.9721209238266373,0.05239463932969304
191,3,117,120,0.8230467807774929,0,1,-0.6616190848320735,0.49382806846649574
595,5,53,158,0.806659130936897,0,1,0.15772335763370007,0.4839954785621382
797,4,111,20,0.08006199712078244,1,0,-1.1714732182752468,0.24803719827246948
187,4,78,100,0.8881971977301835,1,1,-0.9635285278168325,0.53291831863811
313,4,111,27,0.9591608256761988,1,1,1.5521215472324952,0.5754964954057192
926,4,108,44,0.043468098181245085,0,0,1.3662659753556974,0.22608085890874707
989,1,3,95,0.9503295681368317,0,1,2.2897158812832927,0.970197740882099
589,3,96,69,0.2794621693896858,1,1,0.4505729041273986,0.16767730163381148
458,1,24,29,0.6647619408031905,1,1,0.6447643562589721,0.3988571644819143
359,3,99,147,0.17481574623696672,0,0,-0.15495763526205425,0.10488944774218002
620,1,97,48,0.8174558496046032,0,0,-0.35044249835492297,0.6904735097627619
599,3,32,158,0.841913341560424,1,1,0.8719155144448865,0.5051480049362543
308,2,9,44,0.9783414051964953,1,1,1.3619771398082439,0.7870048431178971
42,1,51,100,0.9925334621708327,0,1,0.786653496438543,0.5955200773024996
168,1,37,134,0.07585770777602807,0,0,-0.8398138225664181,0.04551462466561684
959,3,67,94,0.6579636012780745,0,0,0.39162402213779585,0.5947781607668448
429,1,11,83,0.2730461771522924,0,1,-0.7701505875722215,0.36382770629137545
492,5,7,138,0.1255777856311452,1,0,-0.3244998555075754,0.2753466713786871
477,4,53,16,0.14879541871509805,1,1,1.6362266473328106,0.08927725122905883
787,4,92,151,0.9364372389284052,0,0,-1.1995809103641266,0.7618623433570431
83,1,39,128,0.6836492383453451,1,0,2.1686965954356427,0.41018954300720706
101,4,40,141,0.05046095096904113,1,1,0.549534350628782,0.030276570581424675
290,4,21,84,0.9842300781460926,1,0,-0.46611276589368184,0.5905380468876555
496,2,35,78,0.8078122363607148,1,0,0.0682161214440391,0.4846873418164288
677,1,37,109,0.30917930565072504,1,1,-0.6849644184819287,0.385507583390435
500,3,32,120,0.47086669360570055,1,0,-0.5469140164585738,0.2825200161634203
452,4,42,167,0.7265759792020422,1,1,0.07329579352648175,0.4359455875212253
939,1,35,156,0.6760320858394464,1,1,-0.328920965680554,0.6056192515036678
177,1,82,23,0.46308089881423575,0,0,-0.9329676322655271,0.2778485392885414
580,2,41,40,0.5123899006990669,0,0,-0.22141048802024532,0.3074339404194401
551,3,91,171,0.043207680416432526,1,1,-1.3146147779691062,0.025924608249859513
484,3,73,79,0.5006332444869486,0,0,-1.271814661565109,0.3003799466921691
811,3,77,110,0.34024689172403644,0,0,-1.282053791900146,0.4041481350344219
281,2,70,24,0.28505120047495636,1,1,1.6713246009194715,0.17103072028497382
954,1,110,32,0.269622424768186,1,0,0.4056240037619178,0.3617734548609116
344,1,32,82,0.6489468973564484,0,1,0.5958570524183764,0.389368138413869
554,1,117,133,0.42925762072131857,0,0,0.011260967478881256,0.2575545724327911
530,4,26,142,0.4258024084279245,1,1,0.5062821339863407,0.2554814450567547
852,4,18,162,0.15918699135147873,0,1,1.1758459412813125,0.29551219481088725
450,3,99,47,0.961863568243617,0,0,0.4078194169483068,0.5771181409461702
298,1,107,48,0.2239262024505514,0,0,1.6403300265258556,0.13435572147033084
41,3,12,104,0.40610920660078464,1,1,-0.03718540490946725,0.24366552396047078
376,5,72,105,0.19020476417973897,0,1,0.5989125586419655,0.11412285850784337
829,2,62,21,0.7031428523891479,0,1,0.7040131328484895,0.6218857114334887
29,3,27,88,0.4361287464608543,0,1,-0.9320451485257982,0.2616772478765126
898,3,63,163,0.41364993901810154,0,0,0.042740965109547016,0.4481899634108609
551,2,82,42,0.8750948853890671,1,0,-1.841421305735764,0.5250569312334402
157,3,69,150,0.7594798497934533,1,1,-0.12987462931271052,0.45568790987607194
316,3,63,88,0.5198750528891809,0,1,-0.2791175690205619,0.31192503173350855
562,3,106,101,0.46859040404113705,1,0,-0.3389484590961753,0.28115424242468223
329,4,28,120,0.9599013977970557,1,0,-0.4075139037393977,0.5759408386782334
126,3,75,131,0.9564621646912369,0,0,0.5119742533438816,0.5738772988147421
672,1,39,120,0.7047708679098876,1,0,-0.8858309686698803,0.6228625207459326
678,1,116,32,0.7601479264864329,0,1,1.859990286189816,0.6560887558918598
136,3,31,63,0.8990929081538158,0,0,0.5674811638447057,0.5394557448922894
295,5,104,154,0.9643087558707376,1,0,-0.8029655728581377,0.5785852535224425
258,1,76,21,0.08227476627082331,1,0,0.6472161155491511,0.04936485976249398
666,1,27,133,0.9973388324705817,0,1,0.9948529693931075,0.7984032994823491
735,4,91,100,0.7030222149693987,1,0,0.36911749239434616,0.6218133289816392
732,3,30,34,0.5927448541916276,1,0,-1.005806340343887,0.5556469125149766
939,2,32,35,0.4131671253268977,0,1,2.2372870018620667,0.4479002751961386
773,2,42,176,0.33638989368603744,1,0,0.6394744155177209,0.40183393621162244
334,4,82,20,0.8042102085239773,1,0,-1.2475795641449765,0.48252612511438636
125,3,48,18,0.6544350565466125,0,0,0.20911508912272142,0.3926610339279675
622,4,69,17,0.20070516882149403,0,0,-0.2203175014938264,0.3204231012928964
917,2,67,118,0.609911037134006,0,0,0.006427248778486952,0.5659466222804036
975,3,25,167,0.14116610172146538,1,1,-1.1937164868787256,0.28469966103287925
245,5,29,43,0.4968748265061286,0,1,0.054326499719752126,0.29812489590367713
251,2,38,146,0.5834576378346484,0,1,-0.8312527617665606,0.35007458270078906
56,2,28,133,0.6356840707440323,0,1,-0.34953944720247626,0.38141044244641936
158,1,110,52,0.1452621897234352,0,0,0.3874439872982207,0.08715731383406111
563,4,47,26,0.09559852865077034,1,1,-0.47663263666620753,0.0573591171904622
555,1,49,95,0.25870816597535784,1,0,-0.2904217803307468,0.1552248995852147
383,2,81,28,0.6070298321546135,0,0,0.8202316556367192,0.3642178992927681
323,4,94,33,0.9316828139709228,1,1,-0.8885971327967058,0.5590096883825536
833,1,83,91,0.7791235309003536,1,0,-0.6484209097799453,0.6674741185402122
470,5,67,149,0.7457105251724274,1,1,-1.254589483474124,0.44742631510345643
812,3,117,179,0.3302323445577159,1,0,-0.8228634247626638,0.39813940673462955
963,2,108,118,0.11170737977515854,0,0,0.12912422948015756,0.2670244278650951
330,3,25,60,0.891939406120252,0,0,0.6394638685059264,0.5351636436721512
218,4,20,69,0.5008535050166287,1,0,-0.8061671530227877,0.3005121030099772
953,3,48,116,0.10051084620425199,1,0,0.6098122805781236,0.2603065077225512
642,5,100,43,0.5349687301171792,0,1,0.10521529218537783,0.5209812380703075
305,5,115,100,0.6754102426652563,0,0,-1.3826026750814762,0.4052461455991538
629,2,84,141,0.31990002960233843,0,0,0.17456036753569826,0.3919400177614031
524,4,83,153,0.00924893168363583,0,0,1.1943572273624976,0.005549359010181498
907,2,29,24,0.6216069621477621,1,1,-1.8921351467975909,0.5729641772886573
270,5,71,62,0.040095518429485,1,1,2.005205483251406,0.024057311057691
991,2,23,57,0.43279329087118723,0,1,-0.6105182458144561,0.45967597452271236
937,2,65,106,0.8247752281268471,0,0,-1.6491056179268466,0.6948651368761083
197,4,24,45,0.9988476323424802,0,0,0.13842356797652583,0.5993085794054881
181,4,10,171,0.3703029139841675,0,0,0.831087034775884,0.4221817483905005
542,1,116,166,0.020126926500197095,0,1,-0.28043342898083934,0.012076155900118258
64,3,107,69,0.49290310193877207,0,0,0.3115992685970485,0.29574186116326323
312,2,82,82,0.27627539743199225,1,1,2.119736788624562,0.16576523845919536
446,4,75,87,0.8927750135891924,0,1,0.20565389931804964,0.5356650081535155
